# type,question,difficulty,page,comment
# 難易度 : 1-本文中に記載あり 2-本文傍に記載あり 3-コラムや重要度が低いと独断したもの 4-知らなくて当然のもの

1,交差点で以外で、横断歩道も自転車横断帯も踏切もないところでの停止位置は、警官や交通巡視員の[1]m手前,1,25
1,標識には本標識と補助標識があり、本標識は[4]種類ある,1,30
1,標示とは、ペイントや道路びょうなどによって路面に示された線や記号、文字のことをいい、[2]種類ある,1,31
1,左側通行の例外として、道路の左側部分の幅が[6]m未満の見通しの良い道路で他の車を追い越そうとするときというものがある(禁止されている/反対方向からの交通を妨げる恐れがあるを除く),1,52
1,自動車(二輪のものを除く)は、歩道や路側帯のない道路を通行するときは、路肩(路端から[0.5]m)にはみ出して通行してはいけません,1,56
1,自動車の法定速度は、[60]km/hである,1,83,この表記あってますか？
1,原動機付き自転車の法定速度は、[30]km/hである,1,83
1,路面が雨にぬれ、タイヤがすり減っている場合の停止距離は、乾燥した路面でタイヤの状態が良い場合に比べて、[2]倍程度に伸びることがある,1,84
1,安全地帯がなく、乗り降りする人がいないときで、路面電車との間に[1.5]m以上の間隔がとれるときは、徐行して進むことができる。,1,93
1,車は、横断歩道(自転車横断帯)と、その手前から[30]m以内の場所では、他の車(軽車両を除く)を追い越したり、追い抜いたりしてはいけない,1,94 113
1,準中型免許を受けて[1]年を経過していない初心運転者が準中型自動車または普通自動車を運転するときや、普通免許を受けて1年を経過していない初心運転者が普通自動車を運転する時は、その車の前と後ろの決められた位置に初心運転者標識(初心者マーク)をつけなければならない,1,97
1,[70]歳以上の高齢運転者が普通自動車を運転するときは、その車の前と後ろの定められた位置に高齢運転者標識(高齢者マーク)をつけるようにしましょう,1,97
1,環状交差点内以外で左折をする際、左折をしようとする地点から[30]m手前の地点に達した時が合図を行う時期である,1,101
1,環状交差点内以外で右折もしくは転回をする際、右折をしようとする地点から[30]m手前の地点に達した時が合図を行う時期である,1,101
1,同一方向に進行しながら進路を左方に変えるとき、進路を変えようとする時の約[3]秒前が合図を行う時期である,1,101
1,同一方向に進行しながら進路を右方に変えるとき、進路を変えようとする時の約[3]秒前が合図を行う時期である,1,101
1,車は、交差点と、その手前から[30]m以内の場所では、自動車や一般原動機付自転車を追い越すために進路を変えたり、その横を通り過ぎてはいけません(優先道路を通行している場合を除く),1,113
1,車は、踏切と、その手前から[30]m以内の場所では、自動車や一般原動機付自転車を追い越すために進路を変えたり、その横を通り過ぎてはいけません,1,113
1,運転免許は[3]種類に区分されています,1,125
1,第一種運転免許は全部で[10]種類あります,1,125
1,車の総重量が[750]kg以下の車をけん引するときは、けん引免許は必要ない,1,127
1,仮免許を受けた人が、練習のために運転する時に運転者席の横に乗せなければならない人とは、その車を運転することのできる第一種免許を[3]年以上受けてる人、などである,1,128
1,仮免許を受けた人が、練習のために運転する時に運転者席の横に乗せなければならない人とは、その車を運転することのできる第二種免許を受けている[21]歳以上の人、などである,1,128
1,新しく免許を取得した場合の運転免許証の有効期間は、適性試験を受けた日の後の[3]回目の誕生日から[1]ヶ月が経過する日までの期間です,1,129
1,免許証の更新を受けようとする人は、有効期間が満了する日の[2]ヶ月前から有効期間が満了する日までの間に、住所地の公安委員会が行う自動車などの運転について適性検査を受けなければならない,1,129

1,幼児とは[6]歳未満のことを指す,2,11
1,長時間にわたって運転する時は、[2]時間に1回は休息を取るように運転計画を立てましょう,2,14
1,普通自転車が歩道を通行できる条件の一つは、[13]歳未満のこどもや[70]歳以上の高齢者、身体障がい者が運転している場合である,2,50
1,普通自転車とは、四輪以下の自転車で、側車や運転者席以外の乗車装置がなく、車長[1.9]m以下、車幅[0.6]m以下のものをいう,2,50
1,示されていあい場合の軌道敷内とは、レールの幅に左右それぞれ[0.61]mを加えた部分を言います,2,57
1,緊急自動車の最高速度は、[80]km/hである,2,83
1,小型特殊自動車は、構造上[15]km/hをこえる速度を出すことができません。,2,83
